HAZUS_class_final,BRKEY,Strucname,Maxspan,Length,Mainspans,Total_Spans,NBI_Class,Seismic Design,Year of Most Recent Improvement,HAZUS_iseqType,
HWB3,42 0227L,VAN NESS AVENUE UC,39.9,39.9,1,1,505,N,1969,na,
HWB3,42 0227R,VAN NESS AVENUE UC,39.6,39.9,1,1,505,N,1969,na,
HWB3,52 0314,RANCHO ROAD UC,39.6,39.9,1,1,505,N,1970,na,
HWB3,42 0228L,M STREET UNDERCROSSING,39.9,39.9,1,1,505,N,1974,na,
HWB3,33C0132,ARROYO DE LA LAGUNA,38.1,39.9,1,1,310,N,1941,na,
HWB3,28 0228K,FIRST STREET UC,39,39.8,1,1,505,N,1970,na,
HWB3,28 0228L,FIRST STREET UC,39,39.6,1,1,505,N,1970,na,
HWB3,57 0572R,KENWOOD DRIVE UC,39,39.6,1,1,505,N,1970,na,
HWB3,57 0572L,KENWOOD DRIVE UC,39,39.6,1,1,505,N,1970,na,
HWB3,28 0228R,FIRST STREET UC,39,39.6,1,1,505,N,1971,na,
HWB3,52 0316,S101-N23 CONNECTOR UC,39.1,39.5,1,1,505,N,1970,na,
HWB3,33 0281R,MACARTHUR BLVD SEPARATION 580/123,15.2,39.3,1,1,105,N,1961,na,
HWB3,52 0313R,PEDERSON ROAD UC,37.9,39.3,1,1,505,N,1970,na,
HWB3,29 0054L,LOUISE AVENUE UC,39,39.3,1,1,505,N,1971,na,
HWB3,29 0054R,LOUISE AVENUE UC,39,39.3,1,1,505,N,1971,na,
HWB3,53 2242,STANCREST DRIVE UC,38.7,39.3,1,1,505,N,1972,na,
HWB3,42 0228R,M STREET UNDERCROSSING,39.3,39.3,1,1,505,N,1974,na,
HWB3,53 2385L,LANCASTER BLVD UC,38.7,39.1,1,1,505,N,1972,na,
HWB3,53 2385R,LANCASTER BLVD UC,38.7,39.1,1,1,505,N,1972,na,
HWB3,53 0986S,ARRO SECO AVENUE 60 RAMP,36,39,1,1,105,N,1940,na,
HWB3,47 0050R,ROUTE 395/203 SEPARATION,38.4,39,1,1,505,N,1969,na,
HWB3,38 0142L,FULKERTH ROAD UC,39,39,1,1,505,N,1973,na,
HWB3,38 0142R,FULKERTH ROAD UC,39,39,1,1,505,N,1973,na,
HWB3,53C0603,ARCADIA WASH,38,38.8,1,1,101,N,1955,na,
HWB3,08 0068,DEER CREEK,36.6,38.7,1,1,310,N,1939,na,
HWB3,53 1951L,GLENOAKS BLVD UC,38.2,38.7,1,1,505,N,1969,na,
HWB3,29 0222L,DOWNING AVENUE UC,38.4,38.7,1,1,505,N,1971,na,
HWB3,29 0222R,DOWNING AVENUE UC,38.4,38.7,1,1,505,N,1971,na,
HWB3,53 1976L,GLADSTONE STREET UC,38.1,38.7,1,1,504,N,1971,na,
HWB3,53 1976R,GLADSTONE STREET UC,38.7,38.7,1,1,504,N,1971,na,
HWB3,10C0106,EAST FORK RUSSIAN RIVER,19.5,38.7,1,1,111,N,1928,na,
HWB3,53C2190,ROSEMEAD BOULEVARD,23.5,38.7,1,1,303,N,1971,na,
HWB3,33C0277,MARTIN LUTHER KING JR WY UP (BARTD AERIAL),37.5,38.7,1,1,305,N,1968,na,
HWB3,44 0145R,MUNRAS AVENUE UC,37.2,38.4,1,1,505,N,1968,na,
HWB3,44 0145L,MUNRAS AVENUE UC,37.2,38.4,1,1,505,N,1968,na,
HWB3,43 0033R,ANZAR ROAD UC,37.3,38.4,1,1,505,N,1972,na,
HWB3,56 0597R,SEVENTH AVENUE UC,37.5,38.2,1,1,505,N,1972,na,
HWB3,27 0092L,OLIVE AVENUE UC,37.8,38.2,1,1,505,N,1974,na,
HWB3,39 0189R,ROUTE 152/33 SEPARATION (EAST),37.2,38.1,1,1,505,N,1969,na,
HWB3,39 0189L,ROUTE 152/33 SEPARATION (EAST),37.2,38.1,1,1,505,N,1969,na,
HWB3,28 0134L,DOLORES DRIVE UC,37.5,38.1,1,1,505,N,1970,na,
HWB3,53 1633,NORTH CONNECTOR UC,38.1,38.1,1,1,505,N,1971,na,
HWB3,53 1977R,AUTO CENTRE DRIVE UC,37.5,38.1,1,1,505,N,1971,na,
HWB3,57 0274,CARLSBAD VILLAGE DRIVE UC,37.5,38.1,1,1,505,N,1971,na,
HWB3,56 0592R,LOVEKIN BLVD UC,37.8,38.1,1,1,505,N,1972,na,
HWB3,56 0592L,LOVEKIN BLVD UC,37.8,38.1,1,1,505,N,1972,na,
HWB3,56 0597L,SEVENTH AVENUE UC,37.2,38.1,1,1,505,N,1972,na,
HWB3,57 0697L,BUCKMAN SPRINGS UC,37.8,38.1,1,1,505,N,1974,na,
HWB3,02 0150L,NORTH YREKA SEPARATION,38,38,1,1,505,N,1970,na,
HWB3,02 0150R,NORTH YREKA SEPARATION,38,38,1,1,505,N,1970,na,
HWB3,53 0278M,EASTMAN AVENUE PUC,3,37.8,1,1,107,N,1951,na,
HWB3,53 1013,SIERRA HIGHWAY OC,36.3,37.8,1,1,105,N,1955,na,
HWB3,46 0219L,MORTON AVENUE UC,37.2,37.8,1,1,505,N,1970,na,
HWB3,46 0219R,MORTON AVENUE UC,37.2,37.8,1,1,505,N,1970,na,
HWB3,52 0220L,DULAH ROAD UC,37.8,37.8,1,1,505,N,1973,na,
HWB3,54 0885R,KELBAKER ROAD UC,37.8,37.8,1,1,505,N,1973,na,
HWB3,54 0885L,KELBAKER ROAD UC,37.8,37.8,1,1,505,N,1973,na,
HWB3,04C0121,REDWOOD CREEK,36.6,37.8,1,1,310,N,1916,na,
HWB3,24 0244R,9TH STREET UC,36.6,37.5,1,1,505,N,1967,na,
HWB3,24 0244L,9TH STREET UC,36.6,37.5,1,1,505,N,1967,na,
HWB3,24 0245R,10TH STREET UC,36.6,37.5,1,1,505,N,1967,na,
HWB3,24 0245L,10TH STREET UC,36.6,37.5,1,1,505,N,1967,na,
HWB3,24 0223G,E50-N51&S99 CONNECTOR OC,36.6,37.5,1,1,505,N,1968,na,
HWB3,24 0223R,26TH STREET UC,36.6,37.5,1,1,505,N,1968,na,
HWB3,24 0223L,26TH STREET UC,36.6,37.5,1,1,505,N,1968,na,
HWB3,24 0227F,W50-N51 CONNECTOR OC,36.6,37.5,1,1,505,N,1968,na,
HWB3,35 0215L,TROUSDALE DRIVE UC,36.9,37.5,1,1,505,N,1969,na,
HWB3,09C0014,SLATE CREEK,36.6,37.5,1,1,310,N,1910,na,
HWB3,37C0539,COYOTE CREEK,36.6,37.5,1,1,310,N,1921,na,
HWB3,10C0111,MILL CREEK,36.6,37.5,1,1,310,N,1925,na,
HWB3,41C0165,MID FORK CHOWCHILLA RIVER,36.6,37.5,1,1,310,N,1956,na,
HWB3,51C0072,LOS LAURELES CREEK,36.6,37.5,1,1,105,N,1970,na,
HWB3,51C0188,LEWIS CREEK,36.6,37.3,1,1,105,N,1970,na,
HWB3,53 0388,PALISADES POC,29,37.2,1,1,311,N,1935,na,
HWB3,54 0762L,27TH STREET UC,36.6,37.2,1,1,505,N,1968,na,
HWB3,47 0050L,ROUTE 395/203 SEPARATION,36.6,37.2,1,1,505,N,1969,na,
HWB3,52 0341,ARROYO SIMI,37.2,37.2,1,1,505,N,1970,na,
HWB3,24 0286S,HORNET DR UC,36.6,37.2,1,1,505,N,1971,na,
HWB3,24 0286R,HORNET DR UC,36.6,37.2,1,1,505,N,1971,na,
HWB3,24 0286L,HORNET DR UC,36.6,37.2,1,1,505,N,1971,na,
HWB3,37 0280R,7TH STREET UC,36.6,37.2,1,1,505,N,1972,na,
HWB3,57 0697R,BUCKMAN SPRINGS UC,36.9,37.2,1,1,505,N,1974,na,
HWB3,44 0193L,SAN ARDO UC,36.6,37.1,1,1,505,N,1971,na,
HWB3,44 0193R,SAN ARDO UC,36.6,37.1,1,1,505,N,1971,na,
HWB3,53C0404,CARSON ST,36.82,37.02,1,1,303,N,1956,na,
HWB3,22 0173L,EAST BEAMER STREET UC,37,37,1,1,505,N,1973,na,
HWB3,22 0173R,EAST BEAMER STREET UC,37,37,1,1,505,N,1973,na,
HWB3,54C0451,CALIFORNIA AQUEDUCT,35.2,37,1,1,502,N,1971,na,
HWB3,53 1462R,EB 60/SB5 SEPARATION,34.4,36.9,1,1,105,N,1960,na,
HWB3,44 0197L,ROUTE 101/198 SEPARATION,36.3,36.9,1,1,505,N,1971,na,
HWB3,44 0197R,ROUTE 101/198 SEPARATION,36.3,36.9,1,1,505,N,1971,na,
HWB3,54 0792R,GOLDEN AVENUE UC,36.3,36.9,1,1,505,N,1971,na,
HWB3,33 0310L,BEAUMONT AVENUE UC,33.8,36.6,1,1,105,N,1963,na,
HWB3,33 0310R,BEAUMONT AVENUE UC,33.8,36.6,1,1,105,N,1963,na,
HWB3,34 0079S,SAN JOSE AVENUE UC,35.1,36.6,1,1,105,N,1964,na,
HWB3,54 0762R,27TH STREET UC,35.7,36.6,1,1,505,N,1968,na,
HWB3,53 2122,ORANGE AVENUE UC,36.6,36.6,1,1,505,N,1970,na,
HWB3,35 0206G,LAKESHIRE DRIVE UC (N35-N1 CONNECTOR),36,36.6,1,1,505,N,1972,na,
HWB3,53C0678,BIG DALTON WASH,34.1,36.6,1,1,502,N,1959,na,
HWB3,53C0430,BIG DALTON WASH,34.7,36.6,1,1,502,N,1959,na,
HWB3,33C0160,SAN LORENZO CREEK,31.7,36.4,1,1,111,N,1913,na,
HWB3,24 0189R,H STREET UC,35.4,36.3,1,1,505,N,1966,na,
HWB3,24 0190L,G STREET UC,35.4,36.3,1,1,505,N,1966,na,
HWB3,24 0190R,G STREET UC,35.5,36.3,1,1,505,N,1966,na,
HWB3,24 0191L,F STREET UC,35.5,36.3,1,1,505,N,1966,na,
HWB3,24 0191R,F STREET UC,35.5,36.3,1,1,505,N,1966,na,
HWB3,24 0192L,E STREET UC,35.5,36.3,1,1,505,N,1966,na,
HWB3,24 0192R,E STREET UC,35.5,36.3,1,1,505,N,1966,na,
HWB3,54 0807R,GOFFS ROAD UC,36,36.3,1,1,505,N,1970,na,
HWB3,54 0807L,GOFFS ROAD UC,36,36.3,1,1,505,N,1970,na,
HWB3,29 0219L,HOSPITAL ROAD UC,35.7,36.3,1,1,505,N,1971,na,
HWB3,29 0219R,HOSPITAL ROAD UC,35.7,36.3,1,1,505,N,1971,na,
HWB3,06 0164L,LAKEHEAD UC,35.7,36.3,1,1,505,N,1972,na,
HWB3,44C0145,LITTLE CHOLAME CREEK,34.7,36.3,1,1,310,N,1915,na,
HWB3,53C0660,BIG DALTON WASH,35.1,36.3,1,1,105,N,1956,na,
HWB3,53C0661,BIG DALTON WASH,35.1,36.3,1,1,105,N,1956,na,
HWB3,37 0230,SOUTH CONNECTOR UC,34.7,36.1,1,1,505,N,1971,na,
HWB3,33 0309K,14TH AVENUE UC ON-RAMP,32.3,36,1,1,105,N,1963,na,
HWB3,18 0033L,BUTTE HOUSE ROAD UC,35.4,36,1,1,505,N,1970,na,
HWB3,18 0033R,BUTTE HOUSE ROAD UC,35.4,36,1,1,505,N,1970,na,
HWB3,29 0218L,MATHEWS ROAD UC,35.4,36,1,1,505,N,1971,na,
HWB3,29 0218R,MATHEWS ROAD UC,35.4,36,1,1,505,N,1971,na,
HWB3,57 0249,CANNON ROAD UC,35.4,36,1,1,505,N,1971,na,
HWB3,54 0792L,GOLDEN AVENUE UC,35.4,36,1,1,505,N,1971,na,
HWB3,52 0220R,DULAH ROAD UC,36,36,1,1,505,N,1973,na,
HWB3,37 0294,UPPER PENITENCIA CREEK,34.7,36,1,1,505,N,1974,na,
HWB3,33C0079,ARROYO LAS POSITAS,35.4,36,1,1,505,N,1972,na,
HWB3,53 1312,MISSION ROAD UC,35.1,35.7,1,1,105,N,1959,na,
HWB3,57 0275,CHESTNUT AVENUE UC,35.1,35.7,1,1,505,N,1971,na,
HWB3,37 0284,MCLAUGHLIN AVENUE UC,35.1,35.7,1,1,505,N,1972,na,
HWB3,27 0104Y,ATHERTON AVENUE OH,35.1,35.7,1,1,505,N,1974,na,
HWB3,02 0158L,MINER STREET UC,35.6,35.6,1,1,505,N,1970,na,
HWB3,02 0158R,MINER STREET UC,35.6,35.6,1,1,505,N,1970,na,
HWB3,53 1061,WINNETKA AVENUE UC,33.8,35.4,1,1,105,N,1959,na,
HWB3,53 1611S,BALLONA CREEK (E10-FAIRFAX OFF-RAMP),35.4,35.4,1,1,105,N,1964,na,
HWB3,20 0217L,BRIGHAM AVENUE UC,34.7,35.4,1,1,505,N,1969,na,
HWB3,20 0217R,BRIGHAM AVENUE UC,34.7,35.4,1,1,505,N,1969,na,
HWB3,57C0234,LA POSTA CREEK (OLD HWY 80),34.4,35.4,1,1,505,N,1973,na,
HWB3,53C1560,LINDANTE DRIVE,34.7,35.4,1,1,711,N,1970,na,
HWB3,29 0198L,CARLTON AVENUE UC,34.7,35.1,1,1,505,N,1970,na,
HWB3,29 0198R,CARLTON AVENUE UC,34.7,35.1,1,1,505,N,1970,na,
HWB3,29 0202S,PARK STREET UC,34.7,35.1,1,1,505,N,1970,na,
HWB3,53 2128,OBISPO AVENUE UC,34.1,35.1,1,1,505,N,1970,na,
HWB3,19 0042,BOWMAN UC,34.7,35.1,1,1,505,N,1973,na,
HWB3,20 0234L,INDEPENDENCE LANE UC,34.4,35.1,1,1,505,N,1974,na,
HWB3,20 0234R,INDEPENDENCE LANE UC,34.4,35.1,1,1,505,N,1974,na,
HWB3,17C0027,MIDDLE YUBA RIVER,33.5,35.1,1,1,302,N,1958,na,
HWB3,52C0127L,OXNARD WEST DRAIN,6.1,35.1,1,1,119,N,1973,na,
HWB3,49 0203L,LOS BERROS ROAD UC,34.4,35,1,1,505,N,1970,na,
HWB3,06 0163R,ANTLER UC,34.5,35,1,1,505,N,1972,na,
HWB3,35 0277L,SERVICE ROAD UC,34.1,34.9,1,1,505,N,1973,na,
HWB3,57 0303C,BROADWAY-W94 ON-RAMP SEPARATION,33.2,34.7,1,1,302,N,1956,na,
HWB3,53 1104,HAVENHURST AVENUE UC,32,34.7,1,1,105,N,1958,na,
HWB3,35 0215R,TROUSDALE DRIVE UC,34.1,34.7,1,1,505,N,1969,na,
HWB3,53 2127,WALNUT AVENUE UC,34.7,34.7,1,1,505,N,1970,na,
HWB3,06 0163L,ANTLER UC,34.1,34.7,1,1,505,N,1972,na,
HWB3,51 0256,LA COLINA ROAD UC,33.8,34.7,1,1,505,N,1972,na,
HWB3,52 0221L,SAN MIGUELITO ROAD UC,34.7,34.7,1,1,505,N,1973,na,
HWB3,52 0221R,SAN MIGUELITO ROAD UC,34.7,34.7,1,1,505,N,1973,na,
HWB3,56C0231,BAUTISTA CREEK,33.8,34.7,1,1,505,N,1960,na,
HWB3,35 0277R,SERVICE ROAD UC,33.8,34.6,1,1,505,N,1973,na,
HWB3,35 0210R,HAYNE ROAD UNDERCROSSING,33.8,34.5,1,1,505,N,1969,na,
HWB3,53 0617,ALVARADO STREET SEPARATION (101/2),30.5,34.4,1,1,105,N,1948,na,
HWB3,24 0252,35TH AVENUE UC,33.8,34.4,1,1,505,N,1974,na,
HWB3,53C1931,SOTO STREET (UP RR & METROLINK) UNDERPASS,27.7,34.4,1,1,303,N,1937,na,
HWB3,36 0092R,BUENA VISTA DRIVE UC,33.8,34.2,1,1,505,N,1974,na,
HWB3,53 1056,BURBANK BLVD UC,32.3,34.1,1,1,105,N,1959,na,
HWB3,17 0053,SACRAMENTO STREET OC,33,34.1,1,1,505,N,1967,na,
HWB3,57 0627K,MURPHY CREEK,33.5,34.1,1,1,105,N,1967,na,
HWB3,28 0103K,CAMINO PABLO UC,33.5,34.1,1,1,505,N,1969,na,
HWB3,25 0084R,CAMERON PARK DR UC,33.5,34.1,1,1,505,N,1970,na,
HWB3,25 0084L,CAMERON PARK DR UC,33.5,34.1,1,1,505,N,1970,na,
HWB3,49 0203R,LOS BERROS ROAD UC,33.5,34.1,1,1,505,N,1970,na,
HWB3,14 0038L,ELEVENTH STREET UC,33.5,34.1,1,1,505,N,1972,na,
HWB3,14 0038R,ELEVENTH STREET UC,33.5,34.1,1,1,505,N,1972,na,
HWB3,02 0164L,ROUTE 5/265 SEPARATION,33.5,34.1,1,1,505,N,1973,na,
HWB3,36 0092L,BUENA VISTA DRIVE UC,33.8,34.1,1,1,505,N,1974,na,
HWB3,22C0075,COTTONWOOD SLOUGH,32.9,34.1,1,1,310,N,1956,na,
HWB3,53C0590,WILLOW STREET UNDERPASS,32.3,34.1,1,1,310,N,1932,na,
HWB3,53C0594,LONG BEACH BLVD UP,32,34.1,1,1,310,N,1932,na,
HWB3,53C0399,ELBERON AVENUE,29.3,34.1,1,1,111,N,1936,na,
HWB3,02 0159L,MOONLIT OAKS AVENUE UC,34,34,1,1,505,N,1970,na,
HWB3,02 0159R,MOONLIT OAKS AVENUE UC,34,34,1,1,505,N,1970,na,
HWB3,22 0174F,S5-S113 CONNECTOR UC,33.9,33.9,1,1,505,N,1973,na,
HWB3,10 0091,ROUTE 101/271 SEPARATION (PIERCY),33.5,33.8,1,1,505,N,1970,na,
HWB3,58C0035,ALL AMER. CANAL (IMPERIAL EAST),31.8,33.7,1,1,505,N,1965,na,
HWB3,53 1617,WESTWOOD BLVD UC,33.6,33.6,1,1,105,N,1963,na,
HWB3,53 1102R,SEPULVEDA BLVD UC,32.9,33.5,1,1,105,N,1959,na,
HWB3,28 0103L,CAMINO PABLO UC,32.6,33.5,1,1,505,N,1969,na,
HWB3,29 0195L,BUENA VISTA UC,33.2,33.5,1,1,505,N,1970,na,
HWB3,29 0229L,ANDERSON STREET UC,33.5,33.5,1,1,505,N,1971,na,
HWB3,29 0229R,ANDERSON STREET UC,33.5,33.5,1,1,505,N,1971,na,
HWB3,51 0257,PRIMAVERA ROAD UC,33.2,33.5,1,1,505,N,1972,na,
HWB3,51C0018,HOLLISTER AVENUE UP,32.9,33.5,1,1,303,N,1931,na,
HWB3,53C1234,LOS ANGELES RIVER,32,33.5,1,1,105,N,1969,na,
HWB3,17C0061,ANTHONY HOUSE DAM SPILLWAY,32.9,33.5,1,1,105,N,1969,na,
HWB3,19C0077,CLOSED ROADWAY,32.9,33.5,1,1,502,N,1970,na,
HWB3,24C0021,SUTTERVILLE ROAD OC,32.9,33.5,1,1,505,N,1974,na,
HWB3,14 0072R,LUCERNE UC,32.8,33.3,1,1,505,N,1972,na,
HWB3,53 0750,8TH STREET UC,31.7,33.2,1,1,105,N,1953,na,
HWB3,53 1057,RESEDA BLVD UC,32,33.2,1,1,105,N,1959,na,
HWB3,53 1054,WHITE OAK AVENUE UC,32,33.2,1,1,105,N,1959,na,
HWB3,19 0041,EMIGRANT GAP OH,10.7,33.2,1,1,102,N,1964,na,
HWB3,44 0198,SAN LUCAS UP,32.3,33.2,1,1,505,N,1971,na,
HWB3,02C0266,SOUTH FORK SALMON RIVER,32,33.2,1,1,302,N,1965,na,
HWB3,20C0404,ADOBE CANYON ROAD SHV,1,33,1,1,101,N,1965,na,
HWB3,51 0024L,GAVIOTA CREEK,30.5,32.9,1,1,111,N,1931,na,
HWB3,53 1059,TAMPA AVENUE UC,31.7,32.9,1,1,105,N,1959,na,
HWB3,53 1102L,SEPULVEDA BLVD UC,31.7,32.9,1,1,105,N,1959,na,
HWB3,53 1355,WOODMAN AVENUE UC,31.7,32.9,1,1,105,N,1959,na,
HWB3,57 0379R,2ND STREET UC,32.9,32.9,1,1,105,N,1968,na,
HWB3,57 0379L,2ND STREET UC,32.9,32.9,1,1,105,N,1961,na,
HWB3,17 0056,WASHINGTON STREET OC,31.4,32.9,1,1,505,N,1967,na,
HWB3,35 0210L,HAYNE ROAD UNDERCROSSING,32.3,32.9,1,1,505,N,1969,na,
HWB3,35 0062G,NATIONAL CEMETERY COLLECTOR UC,32.3,32.9,1,1,505,N,1971,na,
HWB3,29 0231H,E&W4-S5 CONNECTOR UC,32,32.9,1,1,505,N,1972,na,
HWB3,02 0164R,ROUTE 5/265 SEPARATION,32.3,32.9,1,1,505,N,1973,na,
HWB3,57 0694L,PINE VALLEY ROAD UC,32.9,32.9,1,1,505,N,1974,na,
HWB3,54C0723,MALAGA POC,31.1,32.9,1,1,303,N,1931,na,
HWB3,53C1162,DAYTON CREEK,30.5,32.9,1,1,119,N,1964,na,
HWB3,53C0035,NATIONAL BLVD (UP RR) UP,31.7,32.9,1,1,303,N,1965,na,
HWB3,53C0193,GARVEY AVE (UP RR) UP,30.5,32.9,1,1,303,N,1933,na,
HWB3,56 0177,BAUTISTA CREEK,32.3,32.6,1,1,505,N,1973,na,
HWB3,33 0318,HIGH STREET UC,27.4,32.6,1,1,105,N,1963,na,
HWB3,35 0247R,RANCHO PULGAS UC,31.9,32.6,1,1,505,N,1973,na,
HWB3,02 0174R,HENLEY WAY UC,32,32.6,1,1,105,N,1974,na,
HWB3,24 0255,RIVERSIDE BLVD UC,32,32.6,1,1,505,N,1974,na,
HWB3,54C0498,CALIFORNIA AQUEDUCT,31.4,32.6,1,1,502,N,1971,na,
HWB3,53 1532,ROSE HILLS OH,32.5,32.5,1,1,105,N,1964,na,
HWB3,54 0514,UNIVERSITY PARKWAY UC,31.7,32.3,1,1,105,N,1958,na,
HWB3,54 0829,CALIFORNIA AQUEDUCT,32,32.3,1,1,105,N,1968,na,
HWB3,53 2121,MYRTLE AVENUE UC,32.3,32.3,1,1,505,N,1970,na,
HWB3,53 2068,WALNUT AVENUE UC,31.7,32.3,1,1,505,N,1970,na,
HWB3,35 0247L,RANCHO PULGAS UC,31.6,32.3,1,1,505,N,1973,na,
HWB3,53C1310,SAN FERNANDO ROAD (BNSF RY) UP,30.5,32.3,1,1,303,N,1931,na,
HWB3,53C1336,TEMPLE STREET OC,31.4,32.3,1,1,302,N,1934,na,
HWB3,53C0410,COYOTE CRK,31.7,32.3,1,1,502,N,1967,na,
HWB3,53 0841,WASHINGTON BLVD UC,31.7,32,1,1,104,N,1967,na,
HWB3,24 0157G,N99-E&W50 CONNECTOR OC,31.1,32,1,1,505,N,1968,na,
HWB3,10 0125,HAEHL OVERHEAD,31.5,32,1,1,502,N,1969,na,
HWB3,53 2025,BONNIE COVE UC,31.4,32,1,1,505,N,1970,na,
HWB3,53 1911R,BALDWIN AVENUE UC,31.4,32,1,1,205,N,1971,na,
HWB3,53 2051,SAN JOSE FLOOD CONTROL CHANNEL,31.4,32,1,1,505,N,1972,na,
HWB3,54 0821F,W10-N&S215 CONN / E ST-W10 ON-RAMP SEP,32,32,1,1,505,N,1972,na,
HWB3,38 0124L,SOUTH TULLY ROAD UC,32,32,1,1,505,N,1973,na,
HWB3,38 0124R,SOUTH TULLY ROAD UC,32,32,1,1,505,N,1973,na,
HWB3,53C0134,SEP GLENDALE BL & SUNSET BLVD,28.3,32,1,1,111,N,1934,na,
HWB3,09C0012,LIGHTS CREEK (DEADFALL BR),30.5,32,1,1,310,N,1947,na,
HWB3,04C0205,VANARKEN CREEK,30.5,32,1,1,302,N,1961,na,
HWB3,53C0787,RUBIO WASH,28.3,32,1,1,302,N,1963,na,
HWB3,37C0160,ALAMITOS CREEK,30.5,31.9,1,1,302,N,1966,na,
HWB3,04C0106,LARABEE CREEK,30.5,31.8,1,1,302,N,1966,na,
HWB3,36I0002,HELLER DRIVE BRIDGE,30.5,31.8,1,1,502,N,1969,na,
HWB3,53 0821,ATLANTIC AVENUE UC,30.5,31.7,1,1,104,N,1971,na,
HWB3,33 0309L,14TH AVENUE UC,28.7,31.7,1,1,105,N,1963,na,
HWB3,33 0309R,14TH AVENUE UC,28.7,31.7,1,1,105,N,1963,na,
HWB3,02 0133L,KLAMATH RIVER ROAD UC,30.9,31.7,1,1,505,N,1970,na,
HWB3,02 0133R,KLAMATH RIVER ROAD UC,30.9,31.7,1,1,505,N,1970,na,
HWB3,40C0028,STRIPED ROCK CREEK,30.8,31.7,1,1,310,N,1912,na,
HWB3,38C0009,DRY CREEK,30.5,31.7,1,1,310,N,1920,na,
HWB3,21C0064,NAPA RIVER,30.5,31.7,1,1,310,N,1930,na,
HWB3,53C0593,ATLANTIC AVE UP,29.9,31.7,1,1,303,N,1932,na,
HWB3,21C0048,NAPA RIVER,30.5,31.7,1,1,310,N,1937,na,
HWB3,53C1142,HAINES CANYON CHANNEL,30.7,31.7,1,1,119,N,1938,na,
HWB3,09C0008,INDIAN CREEK,30.5,31.7,1,1,310,N,1941,na,
HWB3,41C0167,SPECIMEN SPRINGS,30.5,31.7,1,1,310,N,1958,na,
HWB3,04C0045,PRICE CREEK,30.5,31.7,1,1,302,N,1959,na,
HWB3,54C0363,TWIN WARM CRK (MILL ST),30.2,31.7,1,1,302,N,1959,na,
HWB3,04C0105,NORTH DOBBYN CREEK,30.5,31.7,1,1,302,N,1966,na,
HWB3,05C0219,RUTH DAM,30.8,31.7,1,1,302,N,1972,na,
HWB3,24 0048L,MCCONNELL UP,30.8,31.4,1,1,303,N,1934,na,
HWB3,53 0750S,8TH STREET UC (COLLECTOR),29.9,31.4,1,1,105,N,1969,na,
HWB3,53 1338L,TUJUNGA AVENUE UC,28.3,31.4,1,1,105,N,1959,na,
HWB3,48 0061,OWENS RIVER,30.5,31.4,1,1,502,N,1974,na,
HWB3,12C0023,BUTTE CREEK,30.5,31.4,1,1,310,N,1904,na,
HWB3,04C0174,MATTOLE RIVER,29,31.4,1,1,111,N,1928,na,
HWB3,53C0742,VERDUGO WASH,30.5,31.4,1,1,310,N,1940,na,
HWB3,28C0094,WALNUT CREEK,31.4,31.4,1,1,502,N,1965,na,
HWB3,54C0454,CALIFORNIA AQUEDUCT,30.2,31.4,1,1,502,N,1971,na,
HWB3,54C0453,CALIFORNIA AQUEDUCT,30.2,31.4,1,1,502,N,1971,na,
HWB3,54C0488,ICE HOUSE CREEK,30.5,31.4,1,1,502,N,1973,na,
HWB3,14 0072L,LUCERNE UC,30.7,31.3,1,1,505,N,1972,na,
HWB3,33C0141,SAN LORENZO CREEK,31.2,31.2,1,1,105,N,1974,na,
HWB3,34 0079R,SAN JOSE AVENUE UC,20.7,31.1,1,1,105,N,1964,na,
HWB3,34 0079L,SAN JOSE AVENUE UC,20.7,31.1,1,1,105,N,1964,na,
HWB3,53 1631,SOUTH CONNECTOR UC,31.1,31.1,1,1,505,N,1971,na,
HWB3,14 0071R,HILL ROAD UC,30.5,31.1,1,1,505,N,1972,na,
HWB3,02 0162R,SOUTH WEED UC,30.5,31.1,1,1,505,N,1973,na,
HWB3,16C0094,BIZ JOHNSON DRIVE UP,31.1,31.1,1,1,310,N,1927,na,
HWB3,44C0187,SOLEDAD UP,30.2,31.1,1,1,303,N,1936,na,
HWB3,06C0270,SQUAW CREEK,30.5,31.1,1,1,302,N,1954,na,
HWB3,02C0010,LITTLE N FORK SALMON RIVER,30.5,31.1,1,1,105,N,1968,na,
HWB3,09C0056,LIGHTS CREEK,30.2,31.1,1,1,105,N,1970,na,
HWB3,54C0500,CALIFORNIA AQUEDUCT,29.9,31.1,1,1,502,N,1971,na,
HWB3,04 0205,STAFFORD ROAD UC,30.2,30.9,1,1,505,N,1971,na,
HWB3,02 0161L,DEETZ ROAD UC,30.2,30.8,1,1,505,N,1973,na,
HWB3,28C0052,WALNUT CREEK,30.2,30.8,1,1,502,N,1970,na,
HWB3,34C0021,POTERO OC,27,30.8,1,1,505,N,1974,na,
HWB3,35C0032,DUNMAN STREET OC,29.2,30.7,1,1,502,N,1965,na,
HWB3,28C0336,SAN RAMON CREEK,29.9,30.6,1,1,502,N,1971,na,
HWB3,19 0087,SOUTH LONG RAVINE UP,30.5,30.5,1,1,302,N,1958,na,
HWB3,53 1957R,ROUTE 210/164 SEPARATION,29.6,30.5,1,1,502,N,1971,na,
HWB3,53 1957L,ROUTE 210/164 SEPARATION,29.6,30.5,1,1,502,N,1971,na,
HWB3,24 0265,56TH AVENUE UC,29.9,30.5,1,1,505,N,1974,na,
